personId,age,sex,economic_status,income,carAvail,restricted_mobility,homeX,homeY,accessibility,brainExpBeta
berlin_6005a48f,27,f,high,3600.0,always,false,804712.3890497815,5831602.496978825,-6.468737894504606,1.0,
berlin_af345687,24,f,very_low,500.0,always,false,802364.0689665487,5829726.291922736,-8.853681549497399,1.0,
berlin_9bec3744,63,f,high,3600.0,always,false,813119.5730416833,5830678.64642041,-11.277221224790118,1.0,
berlin_4019f101,73,m,high,3000.0,always,false,782533.0232309968,5816416.215088702,-9.724256761653153,1.0,
berlin_a7ec7e53,15,m,medium,2600.0,never,false,804651.580390359,5834334.541968916,-7.813979355935276,1.0,
bb_4c92d823,31,f,very_low,900.0,always,true,823843.49,5823105.86,-32.85000362874583,1.0,
bb_1e107145,60,f,low,1500.0,always,false,819644.65,5835911.48,-19.782511297902854,1.0,
berlin_a3ecd4bf,48,f,medium,2000.0,always,false,812303.119926891,5818796.189081503,-17.406395127101835,1.0,
berlin_f2c2efd0,8,m,medium,3600.0,never,false,792284.7414100722,5817429.697360111,-6.643747646411306,1.0,
berlin_160f79f2,59,m,high,3600.0,always,false,799752.5114506815,5831935.958553151,-3.2966933804601086,1.0,
berlin_ef699e72,52,f,low,1500.0,always,false,787640.1617416759,5829915.589768647,-5.2012305496850555,1.0,
berlin_a6da761e,3,m,medium,3000.0,never,false,794292.3076540227,5831687.3950434625,-5.42766894359328,1.0,
berlin_e1c87c99,51,f,high,5600.0,always,false,787018.8073826565,5817541.470291487,-6.544901394126642,1.0,
bb_6352e0d1,50,f,medium,2000.0,always,false,824129.59,5817205.64,-24.22245866972621,1.0,
berlin_307a0706,57,f,low,2000.0,always,false,804436.2969890686,5827406.222096675,-8.959804587078565,1.0,
berlin_8f02543f,41,m,very_high,5600.0,always,false,801789.5873642531,5827357.093255387,-10.997902212914882,1.0,
berlin_10421023,72,m,medium,2000.0,always,true,810670.8734779626,5822975.268313893,-14.574614155090304,1.0,
bb_4cfa702b,73,f,high,3000.0,always,false,814727.41,5808553.62,-18.129502459871645,1.0,
berlin_4cb37385,7,m,medium,3600.0,never,false,799801.3122398802,5834393.729339611,-5.032570999399484,1.0,
berlin_265530ce,46,f,very_high,5600.0,always,false,801656.0904839999,5830470.065920546,-3.839383471537884,1.0,
bb_1b481f58,70,m,medium,3000.0,always,false,818524.39,5828602.2,-14.50780627643796,1.0,
berlin_529409af,32,f,medium,3000.0,always,false,795022.9668569562,5836454.001073993,-8.095961589763228,1.0,
berlin_a629a09b,1,m,low,2000.0,never,false,801530.1144307966,5822931.321851222,-11.432049477652189,1.0,
berlin_ae04b9ad,21,f,very_low,500.0,always,false,802433.2552358522,5829354.311616394,-9.530863172075373,1.0,
berlin_854bfcfe,53,f,low,3000.0,always,false,791562.9025101825,5829691.999635282,-6.501268581633961,1.0,
berlin_03fd9320,27,f,medium,3000.0,always,false,795490.9995014246,5836767.20831557,-8.344030778800363,1.0,
berlin_d5e53a96,19,f,medium,2600.0,always,false,799228.8125805521,5830689.878651402,-3.890184192964077,1.0,
bb_82112c24,57,m,low,2000.0,always,false,779868.9,5831343.11,-5.388547569560893,1.0,
berlin_4d51ca45,25,f,medium,3600.0,always,false,814235.4953641188,5821326.39895685,-14.65531715298417,1.0,
berlin_01a78f65,37,f,very_low,900.0,always,false,793211.5976198734,5825699.962264405,-21.114282302683662,1.0,
bb_0fc1f95f,66,f,medium,2000.0,always,false,788381.91,5858984.8,-22.95563256336102,1.0,
berlin_8b68bb3f,41,f,very_low,2000.0,always,false,798350.2267588803,5825024.736577272,-15.36719963157143,1.0,
berlin_aa25403e,53,f,very_low,500.0,always,false,785095.9778486055,5829080.802756474,-2.3627800269250816,1.0,
berlin_4cce1711,70,m,very_low,500.0,always,false,806979.2625128403,5822557.822601298,-19.655619640393866,1.0,
berlin_1a350291,53,f,medium,3000.0,always,false,804891.1628993535,5834085.933398407,-6.882384213603908,1.0,
berlin_9f7df345,41,f,medium,1500.0,always,false,791628.0421873471,5823870.624919053,-3.769101563544852,1.0,
berlin_1ad63e56,87,m,medium,2600.0,always,false,781396.4623795738,5828579.024470906,-2.7974519277853607,1.0,
berlin_0608197b,49,f,medium,2600.0,always,false,786731.5845097054,5834414.1728402935,-10.375301695376303,1.0,
bb_c2b064b6,24,f,medium,2000.0,always,false,783157.46,5850317.33,-15.557873796227636,1.0,
berlin_26c25b24,44,f,high,4600.0,always,false,810322.2524222753,5819505.552960469,-13.092832952978945,1.0,
berlin_5cad6cd6,22,m,medium,3600.0,always,false,800613.9240450892,5815034.390315296,-11.268933450461745,1.0,
bb_1b1fd0ec,37,f,very_low,1500.0,always,false,826084.91,5823918.42,-24.690237460152016,1.0,
berlin_79192430,85,m,medium,2000.0,always,false,799458.6322035063,5813413.928685185,-13.783315680059228,1.0,
berlin_4c1ac86d,93,m,medium,2000.0,always,false,808553.7024233751,5831768.560701227,-10.197043145008616,1.0,
berlin_62a9040f,61,f,medium,2600.0,always,false,804560.5940134276,5826387.8328710655,-9.826638845094926,1.0,
berlin_941f272b,13,m,very_low,900.0,never,false,798105.7580526618,5829191.192259298,-13.610040592493892,1.0,
bb_d63926a2,36,m,medium,2000.0,always,false,785502.98,5810229.22,-13.379139888724445,1.0,
berlin_9fa20116,1,m,high,3600.0,never,false,808389.18365698,5815909.594562201,-14.161144513386656,1.0,
berlin_c5d71d00,21,f,very_low,900.0,always,false,808111.7545534589,5817919.202556791,-20.676563835060126,1.0,
bb_d306a463,39,m,very_low,499.0,always,false,782181.89,5844786.61,-29.523480464886084,1.0,
berlin_f2ceebd5,64,f,high,4600.0,always,false,798857.4491544095,5833454.893551017,-4.416891263554528,1.0,
bb_2df3bdcc,26,m,low,900.0,always,false,774333.86,5814361.86,-19.569032680846934,1.0,
berlin_20259f5b,89,m,high,3600.0,always,false,797004.8412163567,5831582.904774515,-4.69990829497134,1.0,
berlin_a04b13f0,40,f,very_high,5600.0,always,false,797400.8545124631,5825025.624186722,-12.824157871421521,1.0,
berlin_17c9c57b,31,f,medium,2000.0,always,false,797385.8223648502,5831778.439537334,-5.228758022637572,1.0,
berlin_3d1c4a6d,30,f,high,3600.0,always,false,804160.9593790345,5819333.040946114,-10.434848101588441,1.0,
berlin_88035ae2,81,m,low,900.0,always,false,803168.5097024615,5832388.395749539,-7.216374530920802,1.0,
bb_99dbed03,10,f,medium,3600.0,never,false,791945.99,5799807.45,-8.085178889521744,1.0,
berlin_dd608155,38,m,high,2600.0,always,false,798983.4318614653,5829317.955688245,-8.397330222793006,1.0,
berlin_5b11e1af,6,m,very_high,5600.0,never,false,784715.2856027263,5826814.201790042,-1.7098449096522705,1.0,
berlin_6bb25c25,14,m,low,1500.0,never,false,801740.2049227892,5827699.564044054,-11.052464557935396,1.0,
berlin_76d595a9,21,f,medium,2000.0,always,false,810844.8261005131,5831445.311450057,-12.467223937128042,1.0,
bb_9965d2c8,31,m,medium,2600.0,always,false,762658.41,5835519.74,-13.279338152441175,1.0,
berlin_17066814,6,m,medium,3600.0,never,false,806384.537839289,5816625.627298529,-12.555876318258111,1.0,
bb_37d1210d,22,f,very_low,2000.0,always,false,782593.77,5846256.93,-12.750667850123044,1.0,
berlin_50bb3857,85,m,medium,3000.0,always,false,789385.0994160667,5815807.248998502,-8.036111174388607,1.0,
berlin_d4a47565,96,m,medium,2000.0,always,false,804530.9442568303,5823483.338384599,-11.686650035574619,1.0,
