"personId","age","sex","economic_status","income","carAvail","restricted_mobility","homeX","homeY","twalk_expSum","car_base_expSum","car_policy_expSum","pt_expSum","brainExpBeta","age_group","income_bin","bezirk","car_base_expSum_adj","car_policy_expSum_adj","mm_expSum_base","mm_expSum_policy","mm_logSum_base","mm_logSum_policy","mm_delta","car_share_base","changed","outcome","car_logSum_base","car_logSum_policy","car_delta"
"berlin_dabccace",43,"f","very_low",499,"always","No restriction",799601.33380929,5837433.3370879,8.58399510632198e-18,4.03798801018304e-07,8.29332885437626e-07,4.52231795915947e-06,1,"30–44","500",4,4.03798801018304e-07,8.29332885437626e-07,4.92611676018636e-06,5.35165084460568e-06,-12.2209595557075,-12.1381054755688,0.0828540801387092,0.0819710170659917,TRUE,"Improved",-14.7223491003185,-14.0026442118228,0.719704888495714
"berlin_c2413fe8",75,"m","low",1500,"always","No restriction",783910.507399044,5821594.10989439,1.1276464640159e-21,0.0011791270765507,0.00128470468493333,4.16617931120652e-05,1,"60+","1500",8,0.0011791270765507,0.00128470468493333,0.00122078886966277,0.00132636647804539,-6.70825801472436,-6.62531204678756,0.0829459679367979,0.965873056228327,TRUE,"Improved",-6.74298087990118,-6.65722640421947,0.0857544756817097
"berlin_e76ad445",24,"m","very_low",500,"always","No restriction",800265.218856309,5830962.76657864,0.00721206482306684,0.0307582120459332,0.0362694192218304,0.0257445318541404,1,"15–29","500",4,0.0307582120459332,0.0362694192218304,0.0637148087231405,0.0692260158990377,-2.75333826739192,-2.67037853471264,0.0829597326792828,0.482748244283156,TRUE,"Improved",-3.48159826197903,-3.31678033844772,0.164817923531305
"bb_9529a90a",71,"f","low",1500,"always","No restriction",774090.12,5831034.94,2.1044545431106e-32,8.75202882593756e-05,9.87708764565261e-05,4.23345735459927e-05,1,"60+","1500",NA,8.75202882593756e-05,9.87708764565261e-05,0.000129854861805368,0.000141105450002519,-8.94909317885164,-8.866003074745,0.0830901041066454,0.67398545608985,TRUE,"Improved",-9.343639925656,-9.22270776937169,0.120932156284304
"bb_2f75a02a",42,"m","very_low",2000,"always","No restriction",790446.3,5802092.49,1.02416647281438e-26,1.57951335829858e-05,1.79455524016592e-05,8.99844608129476e-06,1,"30–44","2000",NA,1.57951335829858e-05,1.79455524016592e-05,2.47935796642806e-05,2.69439984829539e-05,-10.6049258228145,-10.521749976208,0.0831758466064993,0.637065474080834,TRUE,"Improved",-11.0558086664503,-10.9281682507981,0.127640415652134
"berlin_0aea025c",46,"f","medium",1500,"always","No restriction",784029.418955509,5821829.66189082,2.76154301751061e-16,0.00145881545534288,0.0015894360217946,4.16617931120652e-05,1,"45–59","1500",8,0.00145881545534288,0.0015894360217946,0.00150047724845522,0.00163109781490694,-6.50197205584111,-6.41850198478902,0.0834700710520906,0.97223430534836,TRUE,"Improved",-6.53013050452673,-6.44437602894592,0.0857544755808073
"bb_3a225a9d",30,"m","high",4600,"always","No restriction",772516.92,5821642.41,2.29191942300475e-32,0.00015849901266577,0.000172502707846845,2.11879483293496e-06,1,"30–44","4600",NA,0.00015849901266577,0.000172502707846845,0.000160617807498705,0.00017462150267978,-8.73648288153554,-8.65288976819097,0.0835931133445769,0.986808468712586,TRUE,"Improved",-8.74976219390439,-8.6650976239532,0.0846645699511885
"berlin_984e5c42",41,"f","very_high",5600,"always","No restriction",787125.648653233,5830038.28881219,3.85008668157377e-07,0.0263359956356412,0.0289860141325065,0.00400571472871533,1,"30–44","5600",8,0.0263359956356412,0.0289860141325065,0.0303420953730247,0.03299211386989,-3.4952192443936,-3.4114867197141,0.0837325246795007,0.86796891618286,TRUE,"Improved",-3.63681862020585,-3.54094183661874,0.0958767835871099
"bb_b1cbf075",73,"f","low",900,"always","Restricted mobility",786015.63,5839804.08,1.34309242576249e-33,4.48652713058597e-08,1.54141928749198e-07,1.2053542691903e-06,1,"60+","900",NA,4.48652713058597e-08,1.54141928749198e-07,1.25021954049616e-06,1.3594961979395e-06,-13.5921913896747,-13.5083963695387,0.0837950201359963,0.0358859143155404,TRUE,"Improved",-16.9196018090541,-15.6853920437048,1.23420976534925
"bb_576173d2",57,"f","medium",3000,"always","No restriction",776048.18,5814490.78,3.40385516648575e-38,1.77290166075575e-05,2.08732999653687e-05,1.82363098366662e-05,1,"45–59","3000",NA,1.77290166075575e-05,2.08732999653687e-05,3.59653264442237e-05,3.91096098020349e-05,-10.2329552379665,-10.1491423461826,0.0838128917838823,0.49294746803014,TRUE,"Improved",-10.9403079043032,-10.7770397293284,0.163268174974759
"bb_dd104fdd",62,"m","medium",1500,"always","No restriction",784262.02,5836657.8,3.94602561326663e-24,0.000535691363100092,0.000664370518958772,0.000934663460332676,1,"60+","1500",NA,0.000535691363100092,0.000664370518958772,0.00147035482343277,0.00159903397929145,-6.52225153083323,-6.43835559501749,0.0838959358157449,0.364327953064716,TRUE,"Improved",-7.53195237785043,-7.31667055363772,0.215281824212713
"berlin_0cd72a7d",29,"f","high",4600,"always","No restriction",785117.288325072,5828439.93606436,0.0744222740170054,0.286932835534216,0.327393416381842,0.0995718856036607,1,"15–29","4600",8,0.286932835534216,0.327393416381842,0.460926995154882,0.501387576002508,-0.774515610446058,-0.690375872179802,0.0841397382662559,0.622512542225477,TRUE,"Improved",-1.24850711313893,-1.11659272303824,0.131914390100686
"bb_2c3c99eb",40,"f","medium",3000,"always","No restriction",790742.84,5803432.78,8.8541486496792e-30,6.08741495965146e-05,6.70164549385026e-05,8.99844608129476e-06,1,"30–44","3000",NA,6.08741495965146e-05,6.70164549385026e-05,6.98725956778093e-05,7.60149010197973e-05,-9.56883703598535,-9.48458117084641,0.0842558651389353,0.871216376119936,TRUE,"Improved",-9.70670194632621,-9.61057237263004,0.0961295736961691
"bb_c5ebfe4f",44,"m","high",4600,"always","No restriction",784524.95,5799428.51,3.05195824932637e-19,0.00077857518072902,0.000847023074107979,7.45985189536019e-09,1,"30–44","4600",NA,0.00077857518072902,0.000847023074107979,0.000778582640580915,0.000847030533959875,-7.15803541871986,-7.07377381442259,0.0842616042972724,0.999990418676828,TRUE,"Improved",-7.15804500008893,-7.0737826215251,0.0842623785638308
"berlin_87ec4c6c",49,"m","low",900,"always","No restriction",804680.904203395,5840673.49038561,5.94845115341755e-27,1.57622307031452e-07,6.00511098881616e-07,4.84443831890094e-06,1,"45–59","900",4,1.57622307031452e-07,6.00511098881616e-07,5.00206062593239e-06,5.44494941778255e-06,-12.205660605244,-12.1208220912859,0.0848385139580117,0.0315114747338894,TRUE,"Improved",-15.663064127461,-14.3254847128634,1.3375794145976
"berlin_9197e857",41,"f","low",1500,"always","No restriction",803971.131194653,5840158.63249318,2.69471929782707e-25,1.80198622672873e-05,2.42119830144167e-05,5.14986050572411e-05,1,"30–44","1500",4,1.80198622672873e-05,2.42119830144167e-05,6.95184673245283e-05,7.57105880716577e-05,-9.57391812379032,-9.4885925384554,0.0853255853349211,0.259209717371449,TRUE,"Improved",-10.9240359491381,-10.6286628814708,0.295373067667263
"berlin_fcc89993",30,"f","very_low",500,"always","No restriction",799722.466465139,5831186.54498663,0.000657762498591324,0.0176553759139534,0.0195086829287954,0.0024659727584469,1,"30–44","500",4,0.0176553759139534,0.0195086829287954,0.0207791111709916,0.0226324181858336,-3.87380706751789,-3.78837196751866,0.0854350999992333,0.849669447777002,TRUE,"Improved",-4.03671495761927,-3.93689563411968,0.0998193234995854
"bb_17e865d3",62,"m","very_low",900,"always","Restricted mobility",777515.02,5847320.72,2.94916030260576e-59,9.6243757242408e-11,1.04848401383094e-10,1.93426381220346e-14,1,"60+","900",NA,9.6243757242408e-11,1.04848401383094e-10,9.626309988053e-11,1.04867744021216e-10,-23.0639360493669,-22.9783211404599,0.0856149089069831,0.999799064873809,TRUE,"Improved",-23.0641370046833,-22.9785056054008,0.0856313992825086
"berlin_3fcbbf4a",59,"m","high",4600,"always","No restriction",785344.728082357,5828637.67637888,0.0232837403748972,0.311859651543617,0.353688825729448,0.132688521279714,1,"45–59","4600",8,0.311859651543617,0.353688825729448,0.467831913198229,0.509661087384059,-0.759646207410675,-0.674009308705774,0.0856368987049009,0.66660619497216,TRUE,"Improved",-1.16520202717478,-1.03933777577909,0.125864251395684
"bb_aa892f9c",18,"m","medium",2600,"always","No restriction",772373.31,5821584.18,1.63226349184702e-29,2.5889287726916e-05,2.83958644130978e-05,2.11879483293496e-06,1,"15–29","2600",NA,2.5889287726916e-05,2.83958644130978e-05,2.80080825598509e-05,3.05146592460328e-05,-10.4830174265924,-10.3973033587995,0.085714067792825,0.924350593140131,TRUE,"Improved",-10.5616812760928,-10.4692670426577,0.0924142334350115
"berlin_e38dc4b2",34,"f","low",2000,"always","No restriction",784977.258264162,5828552.74585749,0.138069237310893,0.319420906156747,0.372735815213276,0.138141379030676,1,"30–44","2000",8,0.319420906156747,0.372735815213276,0.595631522498316,0.648946431554845,-0.5181330539544,-0.432405105661785,0.0857279482926147,0.536272668741521,TRUE,"Improved",-1.14124559087632,-0.986885380485855,0.154360210390461
"bb_8ac2f7dc",41,"m","high",3600,"always","No restriction",790871.37,5803213.74,2.01033430705846e-29,0.000108528881464656,0.000119136746810501,8.99844608129475e-06,1,"30–44","3600",NA,0.000108528881464656,0.000119136746810501,0.000117527327545951,0.000128135192891795,-9.04883967656225,-8.96242465695845,0.0864150196037983,0.923435287186492,TRUE,"Improved",-9.12849423179132,-9.03523859173918,0.0932556400521403
"bb_8748b70b",56,"m","medium",3000,"always","No restriction",743305.24,5814623.37,2.68028787932751e-99,4.78633207946719e-11,6.14690400617065e-11,1.02553707587258e-10,1,"45–59","3000",NA,4.78633207946719e-11,6.14690400617065e-11,1.5041702838193e-10,1.64022747648964e-10,-22.6176094901972,-22.5310159925464,0.0865934976508349,0.318204137587004,TRUE,"Improved",-23.7626716502584,-23.512487481502,0.250184168756352
"bb_97d2cb35",83,"m","low",900,"always","No restriction",784382.17,5839248.27,1.0189824685019e-31,5.29105394929936e-07,2.21613094639713e-06,1.80345591079915e-05,1,"60+","900",NA,5.29105394929936e-07,2.21613094639713e-06,1.85636645029214e-05,2.02506900543886e-05,-10.8943044092049,-10.8073216882324,0.08698272097255,0.0285022062775735,TRUE,"Improved",-14.4520781906605,-13.0197476994906,1.43233049116992
"bb_919e1f6d",40,"m","very_high",5600,"always","No restriction",775386.02,5829044.84,1.33325095422033e-21,0.00714178516982884,0.00825559295774809,0.00510899540782731,1,"30–44","5600",NA,0.00714178516982884,0.00825559295774809,0.0122507805776561,0.0133645883655754,-4.40216562339648,-4.31514672929876,0.0870188940977243,0.58296572406615,TRUE,"Improved",-4.94179251009583,-4.79686437405669,0.144928136039145
"bb_ab78b7f0",50,"m","very_high",5600,"always","No restriction",735113.51,5820427.52,4.39895612292696e-114,1.34806807491703e-10,1.56412198749436e-10,1.02553707587258e-10,1,"45–59","5600",NA,1.34806807491703e-10,1.56412198749436e-10,2.37360515078961e-10,2.58965906336694e-10,-22.1614409699156,-22.0743246986594,0.087116271256221,0.567941165138009,TRUE,"Improved",-22.7271784180452,-22.5785262937398,0.148652124305372
"berlin_63f5e31a",63,"f","very_high",5600,"always","No restriction",786266.222389001,5827992.12261983,5.68886387636019e-06,0.195397880550346,0.215056058593091,0.0200552662541351,1,"60+","5600",8,0.195397880550346,0.215056058593091,0.215458835668357,0.235117013711102,-1.5349854054648,-1.44767195807879,0.0873134473860144,0.90689193573435,TRUE,"Improved",-1.63271738615518,-1.53685654719834,0.0958608389568349
"berlin_1e7da8bb",32,"f","very_low",500,"always","No restriction",801251.842589486,5833089.01074171,3.31132170097114e-08,8.65506645213616e-05,0.000236734041171209,0.00155450752660366,1,"30–44","500",4,8.65506645213616e-05,0.000236734041171209,0.00164109130434203,0.00179127468099188,-6.41239382896921,-6.32482780027515,0.0875660286940541,0.0527397008882834,TRUE,"Improved",-9.35478059848174,-8.34857323610586,1.00620736237587
"bb_b08fb2fa",53,"f","very_high",5600,"always","No restriction",783205.52,5848701.94,5.04760712844439e-46,1.56849915657945e-05,1.71254277884863e-05,2.63164700046882e-09,1,"45–59","5600",NA,1.56849915657945e-05,1.71254277884863e-05,1.5687623212795e-05,1.71280594354867e-05,-11.062638486901,-10.9747925366055,0.0878459502955931,0.999832246927098,TRUE,"Improved",-11.0628062540461,-10.9749461937784,0.0878600602676407
"berlin_f5e4f74e",47,"f","high",3600,"always","No restriction",785390.140518786,5828680.95019237,0.0185614827240328,0.285685669895089,0.325883470348601,0.132688521279714,1,"45–59","3600",8,0.285685669895089,0.325883470348601,0.436935673898836,0.477133474352348,-0.827969294037594,-0.73995900679106,0.0880102872465345,0.653839196387599,TRUE,"Improved",-1.25286312887844,-1.12121541443535,0.131647714443088
"bb_fa11bc4a",63,"f","medium",1500,"always","No restriction",776193.82,5832669.73,4.34944943533168e-28,0.000202341014540428,0.000221170464900316,2.09938266511661e-06,1,"60+","1500",NA,0.000202341014540428,0.000221170464900316,0.000204440397205545,0.000223269847565432,-8.49523408117064,-8.40712943929061,0.0881046418800242,0.989731077155921,TRUE,"Improved",-8.5055560931612,-8.41657681938144,0.0889792737797617
"bb_c6995d37",59,"m","medium",2000,"always","Restricted mobility",784233.3,5836036.7,2.48584650536938e-17,0.00152928751807181,0.00175647671605046,0.000934663460332676,1,"45–59","2000",NA,0.00152928751807181,0.00175647671605046,0.00246395097840451,0.00269114017638316,-6.00598912863681,-5.91779031777905,0.0881988108577643,0.620664750019529,TRUE,"Improved",-6.48295332650069,-6.34444534222416,0.138507984276531
"berlin_6fb2f003",20,"f","medium",3000,"always","No restriction",785112.614936509,5829066.51262535,0.0563034199818662,0.217465192050956,0.249018270984399,0.0677222180275727,1,"15–29","3000",8,0.217465192050956,0.249018270984399,0.341490830060395,0.373043908993838,-1.07443445227795,-0.986059147784459,0.0883753044934886,0.636811219828351,TRUE,"Improved",-1.52571647780794,-1.39022900776204,0.135487470045905
"bb_39ce8993",93,"m","medium",2000,"always","No restriction",788071.89,5843283.55,9.74821898559836e-45,6.89912263542078e-06,7.53951572418447e-06,2.21345031934696e-08,1,"60+","2000",NA,6.89912263542078e-06,7.53951572418447e-06,6.92125713861425e-06,7.56165022737794e-06,-11.8809131374044,-11.7924211075486,0.088492029855793,0.996801953351801,TRUE,"Improved",-11.8841163087327,-11.7953526055688,0.0887637031638651
"bb_1045cc47",66,"f","high",2600,"always","No restriction",789808.77,5803181.07,6.60162022437294e-37,2.48737901042506e-05,2.80097859870547e-05,8.99844608129476e-06,1,"60+","2600",NA,2.48737901042506e-05,2.80097859870547e-05,3.38722361855454e-05,3.70082320683495e-05,-10.2929148707115,-10.2043701817331,0.0885446889783914,0.734341540605614,TRUE,"Improved",-10.6016959151276,-10.4829566093121,0.118739305815497
"bb_9ff44dba",52,"f","high",3600,"always","No restriction",789877.06,5802760.93,1.06162155792135e-27,0.000117851467436274,0.000129608079567398,8.99844608129476e-06,1,"45–59","3600",NA,0.000117851467436274,0.000129608079567398,0.000126849913517568,0.000138606525648693,-8.97250595368848,-8.88387138971442,0.0886345639740611,0.929062260810698,TRUE,"Improved",-9.04608547693056,-8.95099543364827,0.0950900432822941
"berlin_325031d2",70,"m","high",3600,"always","No restriction",783168.886616061,5826383.59574663,9.65619009456562e-09,0.0803362022024943,0.0896881063039921,0.0201984661482981,1,"60+","3600",8,0.0803362022024943,0.0896881063039921,0.100534678006982,0.10988658210848,-2.29725255620488,-2.20830651685094,0.0889460393539356,0.799089466392031,TRUE,"Improved",-2.52153492273301,-2.41141711286716,0.110117809865844
"bb_06c38617",32,"m","medium",3600,"always","No restriction",790298.51,5803639.17,6.98817515093805e-30,0.000119638280050448,0.000131607486212569,8.99844608129477e-06,1,"30–44","3600",NA,0.000119638280050448,0.000131607486212569,0.000128636726131743,0.000140605932293864,-8.958518202704,-8.86954938677606,0.0889688159279327,0.930047612747241,TRUE,"Improved",-9.03103770034692,-8.93568665457726,0.0953510457696538
"bb_8531cd29",62,"m","medium",3000,"always","No restriction",775138.13,5814653.86,1.80504949952306e-50,1.69624570722402e-05,2.01118350082862e-05,1.67601959150434e-05,1,"60+","3000",NA,1.69624570722402e-05,2.01118350082862e-05,3.37226529872836e-05,3.68720309233296e-05,-10.2973407509598,-10.2080572638794,0.0892834870803654,0.502998891535507,TRUE,"Improved",-10.9845080635514,-10.8142021097953,0.170305953756046
"bb_eb82f9e4",42,"f","medium",3000,"always","No restriction",775472.69,5828706.75,2.16182683143728e-21,0.00293562796931781,0.00368968820883238,0.00510899540782731,1,"30–44","3000",NA,0.00293562796931781,0.00368968820883238,0.00804462337714512,0.00879868361665969,-4.82275131415878,-4.73315315770347,0.0895981564553079,0.364918011905687,TRUE,"Improved",-5.83083388970631,-5.6022133207511,0.228620568955209
"bb_685f7b1b",73,"f","low",900,"always","Restricted mobility",787330.72,5850354.11,8.24422618360703e-65,7.20413352810588e-12,7.8816527322359e-12,1.93426381220347e-14,1,"60+","900",NA,7.20413352810588e-12,7.8816527322359e-12,7.22347616622792e-12,7.90099537035793e-12,-25.6536848154237,-25.5640323681446,0.0896524472790929,0.997322253486144,TRUE,"Improved",-25.6563661535137,-25.5664834964572,0.0898826570564992
"bb_ebfbfa95",37,"f","medium",3000,"always","No restriction",777096.06,5832456.16,9.92478529123436e-20,0.00184124965387619,0.00289077182597091,0.00930347931065562,1,"30–44","3000",NA,0.00184124965387619,0.00289077182597091,0.0111447289645318,0.0121942511366265,-4.49678863145915,-4.40679065661046,0.0899979748486812,0.1652126004801,TRUE,"Improved",-6.29731077817051,-5.84623174470405,0.451079033466461
"bb_1ffb4417",72,"f","low",1500,"always","No restriction",770645.94,5794844.99,1.81212351574558e-47,2.68739423497794e-07,3.33355922150781e-07,4.16330038306943e-07,1,"60+","1500",NA,2.68739423497794e-07,3.33355922150781e-07,6.85069461804736e-07,7.49685960457724e-07,-14.1937455997307,-14.1036114374932,0.0901341622375273,0.392280547420448,TRUE,"Improved",-15.1295236127058,-14.9140550824761,0.215468530229673
"berlin_4ee91040",67,"m","very_low",500,"always","No restriction",800701.841320429,5832338.15431761,6.09019891631084e-08,0.000695361598188784,0.00109558781118434,0.00353125027032729,1,"60+","500",4,0.000695361598188784,0.00109558781118434,0.00422667277050524,0.00462689898350079,-5.46634017451636,-5.37586840125998,0.0904717732563851,0.164517490694143,TRUE,"Improved",-7.27107856253716,-6.81646424587972,0.454614316657446
"bb_15167ddf",46,"f","medium",3000,"always","No restriction",790174.49,5803597.52,1.05299066029171e-29,6.0566192184429e-05,6.71631154991098e-05,8.99844608129476e-06,1,"45–59","3000",NA,6.0566192184429e-05,6.71631154991098e-05,6.95646382657238e-05,7.61615615804046e-05,-9.57325419063042,-9.48265366374698,0.0906005268834438,0.870646260720535,TRUE,"Improved",-9.71177370531,-9.60838633762436,0.103387367685636
"bb_e410dd4e",71,"f","low",900,"always","No restriction",815657.57,5776291.67,6.03558296208317e-98,4.08006821752048e-18,4.46796221746353e-18,6.58925933684113e-40,1,"60+","900",NA,4.08006821752048e-18,4.46796221746353e-18,4.08006821752048e-18,4.46796221746353e-18,-40.040417965636,-39.9495992489742,0.0908187166618291,1,TRUE,"Improved",-40.040417965636,-39.9495992489742,0.0908187166618291
"bb_39ebcab9",44,"f","very_low",900,"always","No restriction",812277.96,5776796.91,3.04181078260898e-68,8.11977007209073e-17,8.89179042717116e-17,6.58925933684121e-40,1,"30–44","900",NA,8.11977007209073e-17,8.89179042717116e-17,8.11977007209073e-17,8.89179042717116e-17,-37.0496447433711,-36.9588181537688,0.0908265896023082,1,TRUE,"Improved",-37.0496447433711,-36.9588181537688,0.0908265896023082
"bb_1dacdb3e",55,"f","very_high",4600,"always","Restricted mobility",784757.54,5835635,2.10579869187459e-16,0.0077379390326741,0.00856423179410501,0.000934663460332676,1,"45–59","4600",NA,0.0077379390326741,0.00856423179410501,0.00867260249300699,0.0094988952544379,-4.74758636102854,-4.65657977614427,0.0910065848842754,0.892228029465603,TRUE,"Improved",-4.86161990168625,-4.76016084251811,0.101459059168143
"bb_69e0bd7f",35,"m","high",2600,"always","No restriction",790862.47,5803383.48,8.97299451007015e-30,4.6929836729315e-05,5.22635659995531e-05,8.99844608129476e-06,1,"30–44","2600",NA,4.6929836729315e-05,5.22635659995531e-05,5.59282828106097e-05,6.12620120808478e-05,-9.79144035207646,-9.70035061216191,0.0910897399145458,0.839107413475106,TRUE,"Improved",-9.96685690718989,-9.85921106446396,0.107645842725933
"berlin_4709449e",66,"m","medium",1500,"always","No restriction",780049.207714238,5819907.32764474,8.28587949620556e-30,0.000200963220676769,0.000249268700308139,0.000303289554998055,1,"60+","1500",8,0.000200963220676769,0.000249268700308139,0.000504252775674824,0.000552558255306194,-7.59243287658422,-7.50095169066249,0.0914811859217304,0.398536667265395,TRUE,"Improved",-8.51238864835601,-8.29697912562517,0.215409522730841
"berlin_63bd970c",26,"f","medium",1500,"always","No restriction",804220.219120832,5840056.99471955,8.04827144065033e-23,1.75996927093375e-05,2.36475220157519e-05,4.54301724377603e-05,1,"15–29","1500",4,1.75996927093375e-05,2.36475220157519e-05,6.30298651470978e-05,6.90776944535122e-05,-9.67190189394499,-9.58027868026429,0.0916232136806983,0.279227833793769,TRUE,"Improved",-10.9476291157693,-10.6522522258625,0.295376889906819
"bb_e695ec47",52,"m","medium",2000,"always","No restriction",784308.34,5836068.81,2.13958791533998e-17,0.00171345703270471,0.00196807365364992,0.000934663460332676,1,"45–59","2000",NA,0.00171345703270471,0.00196807365364992,0.00264812049303741,0.00290273711398262,-5.93390513852971,-5.84210115471165,0.0918039838180524,0.647046475872163,TRUE,"Improved",-6.36924229271265,-6.23070005541727,0.138542237295375
"bb_9803bcfb",49,"m","very_high",5600,"always","No restriction",790607.34,5802945.44,1.21213419544629e-28,0.000473134774712322,0.000519751499374533,8.99844608129476e-06,1,"45–59","5600",NA,0.000473134774712322,0.000519751499374533,0.000482133220793617,0.000528749945455827,-7.63729009041482,-7.54499493076062,0.0922951596541974,0.98133618325142,TRUE,"Improved",-7.65613027409203,-7.56215974643083,0.0939705276612015
"bb_3ed46754",69,"f","very_low",500,"always","Restricted mobility",795641.74,5857247.01,3.80618765218154e-82,5.3271090072452e-20,5.84224715268364e-20,7.30210613555281e-25,1,"60+","500",NA,5.3271090072452e-20,5.84224715268364e-20,5.32718202830656e-20,5.84232017374499e-20,-44.3788794616445,-44.2865738519147,0.0923056097297206,0.999986292741459,TRUE,"Improved",-44.3788931689969,-44.2865863506337,0.0923068183632907
"bb_1c7272a7",37,"m","medium",2600,"always","No restriction",789321.82,5845090.68,3.32169164648559e-39,8.59272804524716e-06,9.42383361483465e-06,8.44728394642001e-10,1,"30–44","2600",NA,8.59272804524716e-06,9.42383361483465e-06,8.5935727736418e-06,9.42467834322929e-06,-11.6644959860136,-11.5721789532519,0.0923170327616738,0.999901702305096,TRUE,"Improved",-11.66459428854,-11.5722685866826,0.092325701857412
"berlin_d66570bd",69,"m","medium",1500,"always","No restriction",780173.816725268,5819854.20582165,8.84235114644697e-30,0.000204675576683138,0.000253878364683515,0.000303289554998054,1,"60+","1500",8,0.000204675576683138,0.000253878364683515,0.000507965131681193,0.000557167919681569,-7.58509775116437,-7.49264389186976,0.0924538592946069,0.402932335150115,TRUE,"Improved",-8.4940843851504,-8.27865528484376,0.215429100306636
"bb_41ff8438",43,"m","medium",2600,"always","No restriction",772493.17,5815829.03,1.173593486335e-40,6.91174015437101e-06,7.62353672951976e-06,4.21062848019651e-07,1,"30–44","2600",NA,6.91174015437101e-06,7.62353672951976e-06,7.33280300239066e-06,8.04459957753941e-06,-11.8231527137449,-11.730509551594,0.0926431621509387,0.942578186283966,TRUE,"Improved",-11.8822891205761,-11.7842701582121,0.0980189623640744
"bb_01e4a434",68,"m","medium",2000,"always","No restriction",786915.53,5847917.31,1.46330110820805e-57,3.2636062532937e-07,3.5831107500068e-07,2.63164700046883e-09,1,"60+","2000",NA,3.2636062532937e-07,3.5831107500068e-07,3.28992272329839e-07,3.60942722001148e-07,-14.927231574816,-14.8345465560189,0.0926850187971606,0.992000885060819,TRUE,"Improved",-14.9352628543153,-14.8418643032592,0.0933985510560777
"bb_7cef9e8e",23,"f","medium",2600,"always","No restriction",772523.58,5815867.62,1.45072497820766e-36,7.06394918471925e-06,7.79142080900017e-06,4.21062848019651e-07,1,"15–29","2600",NA,7.06394918471925e-06,7.79142080900017e-06,7.4850120327389e-06,8.21248365701982e-06,-11.8026079325136,-11.7098551641683,0.0927527683452958,0.943745868920724,TRUE,"Improved",-11.8605062882447,-11.7624873258806,0.0980189623640744
"bb_3c641e88",53,"f","high",3000,"always","No restriction",776572.68,5849596.13,2.60779857967739e-51,1.47831368702573e-06,1.62199500690597e-06,1.93426381220346e-14,1,"45–59","3000",NA,1.47831368702573e-06,1.62199500690597e-06,1.47831370636837e-06,1.62199502624861e-06,-13.4246085073727,-13.3318536687069,0.0927548386657602,0.999999986915742,TRUE,"Improved",-13.424608520457,-13.3318536806322,0.0927548398248046
"berlin_ed20e0f3",24,"f","high",4600,"always","No restriction",779766.900416444,5819146.01887802,1.68856687682793e-22,0.0025533527334824,0.00283158460070548,0.000303289554998055,1,"15–29","4600",8,0.0025533527334824,0.00283158460070548,0.00285664228848045,0.00313487415570353,-5.85810836886444,-5.76516624742431,0.0929421214401298,0.893830054879085,TRUE,"Improved",-5.970347985957,-5.86691879445116,0.103429191505846
"bb_2dd8830a",94,"f","medium",2600,"always","Restricted mobility",776140.42,5814397.06,1.56884015192045e-49,7.5487189409684e-06,1.00666704780399e-05,1.82363098366662e-05,1,"60+","2600",NA,7.5487189409684e-06,1.00666704780399e-05,2.57850287776346e-05,2.83029803147061e-05,-10.5657165144009,-10.4725434473862,0.0931730670146766,0.292755885830773,TRUE,"Improved",-11.794132685793,-11.5062805436384,0.287852142154588
"bb_ff68eefa",39,"m","medium",3600,"always","No restriction",774152.69,5830489.92,1.02228695663547e-24,0.00132558992694938,0.00155635585811497,0.00103591961264883,1,"30–44","3600",NA,0.00132558992694938,0.00155635585811497,0.00236150953959821,0.0025922754707638,-6.04845422900119,-5.95521922883829,0.0932350001629025,0.561331599437416,TRUE,"Improved",-6.62589769074215,-6.4654081787859,0.160489511956251
"berlin_df617dff",62,"m","high",4600,"always","No restriction",786345.119150278,5828159.26538809,5.10477933101691e-06,0.173830456456762,0.19284861584151,0.0203964055650155,1,"60+","4600",8,0.173830456456762,0.19284861584151,0.194231966801108,0.213250126185857,-1.63870212904455,-1.54528950088318,0.0934126281613707,0.894963168625906,TRUE,"Improved",-1.7496748429719,-1.64584977173758,0.103825071234318
"berlin_72a2632f",18,"f","very_low",1500,"always","No restriction",786229.841247881,5826194.25287509,9.14417905035822e-07,0.0367134506002966,0.0405905512083613,0.00287080351337697,1,"15–29","1500",2,0.0367134506002966,0.0405905512083613,0.0395851685315787,0.0434622691396433,-3.22930076290718,-3.13586209337597,0.0934386695312175,0.927454699883591,TRUE,"Improved",-3.30461208969635,-3.20421996831811,0.100392121378244
"bb_ece9f2bc",68,"m","medium",2600,"always","No restriction",790004.66,5802714.51,8.84981611748777e-36,4.34477944574783e-05,4.85905499844777e-05,8.99844608129476e-06,1,"60+","2600",NA,4.34477944574783e-05,4.85905499844777e-05,5.24462405387731e-05,5.75889960657724e-05,-9.85572190274002,-9.76217904903778,0.0935428537022425,0.828425336328115,TRUE,"Improved",-10.0439504680135,-9.93208149072849,0.11186897728504
"bb_9a7e1b6b",68,"f","low",1500,"always","No restriction",788226.26,5844446.79,3.63187520999911e-48,1.77182658852532e-07,2.90393294260844e-07,9.70230775066519e-07,1,"60+","1500",NA,1.77182658852532e-07,2.90393294260844e-07,1.14741343391905e-06,1.26062406932736e-06,-13.6780003367079,-13.5839036665011,0.0940966702067811,0.154419195047556,TRUE,"Improved",-15.5460846655703,-15.0520296456507,0.494055019919596
