id,xcoord,ycoord,time,car_accessibility
36796,844517.63,5703686.9,28800.0,-58.85701507428798
37019,845517.63,5703686.9,28800.0,-57.10151243737942
37242,846517.63,5703686.9,28800.0,-54.72037475762513
37465,847517.63,5703686.9,28800.0,-58.11833105842193
37688,848517.63,5703686.9,28800.0,-60.21604483134204
37911,849517.63,5703686.9,28800.0,-58.51493572523727
38134,850517.63,5703686.9,28800.0,-58.59781628373449
38357,851517.63,5703686.9,28800.0,-59.69132128332837
38580,852517.63,5703686.9,28800.0,-62.51461574245956
38803,853517.63,5703686.9,28800.0,-66.0109917038184
39026,854517.63,5703686.9,28800.0,-69.74510271371298
39249,855517.63,5703686.9,28800.0,-73.58314937970344
39472,856517.63,5703686.9,28800.0,-77.47475203946937
39695,857517.63,5703686.9,28800.0,-81.39730799495648
39918,858517.63,5703686.9,28800.0,-85.33929016453156
40141,859517.63,5703686.9,28800.0,-89.29423660519738
40364,860517.63,5703686.9,28800.0,-93.25825459235604
40587,861517.63,5703686.9,28800.0,-97.22886325102797
40810,862517.63,5703686.9,28800.0,-101.20440839383441
41033,863517.63,5703686.9,28800.0,-105.18374543968746
41256,864517.63,5703686.9,28800.0,-108.522787884596
41479,865517.63,5703686.9,28800.0,-111.38382941368417
41702,866517.63,5703686.9,28800.0,-114.37285348232228
41925,867517.63,5703686.9,28800.0,-117.15643523189812
42148,868517.63,5703686.9,28800.0,-116.25367044249937
42371,869517.63,5703686.9,28800.0,-115.60777364715207
42594,870517.63,5703686.9,28800.0,-115.22720107249245
42817,871517.63,5703686.9,28800.0,-115.11710878788966
43040,872517.63,5703686.9,28800.0,-115.27901310436764
43263,873517.63,5703686.9,28800.0,-115.71068797925868
43486,874517.63,5703686.9,28800.0,-116.4063152061935
43709,875517.63,5703686.9,28800.0,-117.35686437913624
43932,876517.63,5703686.9,28800.0,-118.5506469571508
44155,877517.63,5703686.9,28800.0,-119.97397011473616
44378,878517.63,5703686.9,28800.0,-121.61181406718939
44601,879517.63,5703686.9,28800.0,-123.448468463823
44824,880517.63,5703686.9,28800.0,-125.46808327606452
45047,881517.63,5703686.9,28800.0,-127.6551110239594
45270,882517.63,5703686.9,28800.0,-129.99463551571782
45493,883517.63,5703686.9,28800.0,-132.47259525086676
45716,884517.63,5703686.9,28800.0,-135.07591703220479
45939,885517.63,5703686.9,28800.0,-137.79257814362708
46162,886517.63,5703686.9,28800.0,-140.61161511755424
46385,887517.63,5703686.9,28800.0,-142.1898198238083
46608,888517.63,5703686.9,28800.0,-144.9413352800346
46831,889517.63,5703686.9,28800.0,-145.25457281684518
47054,890517.63,5703686.9,28800.0,-145.7479994050757
2,679517.63,5704686.9,28800.0,-361.3413848181419
225,680517.63,5704686.9,28800.0,-359.1354529506449
448,681517.63,5704686.9,28800.0,-356.9641895600812
671,682517.63,5704686.9,28800.0,-356.65361546941585
894,683517.63,5704686.9,28800.0,-354.18426264748956
1117,684517.63,5704686.9,28800.0,-351.746458558248
1340,685517.63,5704686.9,28800.0,-349.34094394497674
1563,686517.63,5704686.9,28800.0,-346.9684726431339
1786,687517.63,5704686.9,28800.0,-344.6298112907759
2009,688517.63,5704686.9,28800.0,-342.3257389855291
2232,689517.63,5704686.9,28800.0,-340.0570468848452
2455,690517.63,5704686.9,28800.0,-337.82453774629226
2678,691517.63,5704686.9,28800.0,-335.62902540466825
2901,692517.63,5704686.9,28800.0,-333.4713341827994
3124,693517.63,5704686.9,28800.0,-331.3522982329903
3347,694517.63,5704686.9,28800.0,-329.2727608062421
3570,695517.63,5704686.9,28800.0,-327.23357344654494
3793,696517.63,5704686.9,28800.0,-325.2355951077889
4016,697517.63,5704686.9,28800.0,-323.2796911911247
4239,698517.63,5704686.9,28800.0,-321.36673250094657
4462,699517.63,5704686.9,28800.0,-317.21798571332425
4685,700517.63,5704686.9,28800.0,-315.0458716469831
4908,701517.63,5704686.9,28800.0,-312.91448868002266
5131,702517.63,5704686.9,28800.0,-310.82478416032615
5354,703517.63,5704686.9,28800.0,-308.7777156439726
5577,704517.63,5704686.9,28800.0,-306.77424979850304
5800,705517.63,5704686.9,28800.0,-304.8153611995078
6023,706517.63,5704686.9,28800.0,-302.90203101781816
6246,707517.63,5704686.9,28800.0,-301.03524559517547
6469,708517.63,5704686.9,28800.0,-299.21599490692705
6692,709517.63,5704686.9,28800.0,-297.4452709110751
6915,710517.63,5704686.9,28800.0,-295.72406578387177
7138,711517.63,5704686.9,28800.0,-294.0533700431145
7361,712517.63,5704686.9,28800.0,-292.43417056135223
7584,713517.63,5704686.9,28800.0,-290.86744847234877
7807,714517.63,5704686.9,28800.0,-289.35417697537054
8030,715517.63,5704686.9,28800.0,-287.8953190431508
8253,716517.63,5704686.9,28800.0,-286.49182504072553
