personId,time,mode,age,sex,economic_status,income,restricted_mobility,homeX,homeY,accessibility
bb_335a30d6,28800.0,pt,97,f,medium,2000.0,false,819226.96,5822643.18,-20.043333333333337,
bb_48f14259,28800.0,pt,48,f,low,1500.0,false,788128.83,5803935.35,-13.613333333333337,
bb_40d11d9b,28800.0,pt,55,f,high,3600.0,false,799444.74,5809826.88,-14.813333333333334,
bb_7b444626,28800.0,pt,45,f,very_high,5600.0,false,772472.71,5815702.87,-17.613333333333337,
bb_4daface4,28800.0,pt,14,m,medium,3000.0,false,824990.49,5807137.29,-22.513333333333332,
bb_accc2257,28800.0,pt,73,f,medium,1500.0,false,810714.35,5843934.97,-22.813333333333333,
bb_7e3ffe8c,28800.0,pt,33,f,high,4600.0,false,778533.83,5808732.58,-12.213333333333335,
bb_84f6cd78,28800.0,pt,48,f,very_low,500.0,true,820995.97,5828881.44,-18.943333333333335,
bb_7e95ba8f,28800.0,pt,63,f,high,3600.0,false,824404.46,5837184.18,-30.943333333333335,
bb_4fe6743b,28800.0,pt,55,f,low,900.0,false,789273.08,5803939.56,-13.613333333333337,
bb_471332fb,28800.0,pt,35,f,high,3600.0,false,815827.38,5800831.72,-17.61333333333334,
bb_30b239f3,28800.0,pt,4,f,high,3600.0,true,773178.04,5830790.89,-24.21333333333333,
bb_36a39d12,28800.0,pt,72,f,high,2600.0,false,799109.11,5806514.35,-25.613333333333333,
bb_51b1edd1,28800.0,pt,1,m,medium,3000.0,false,783252.85,5854698.53,-84.21333333333334,
bb_23318f6a,28800.0,pt,46,m,medium,2000.0,false,785630.63,5811435.22,-17.613333333333337,
bb_5c6396f1,28800.0,pt,56,m,low,900.0,false,803941.44,5802247.82,-35.913333333333334,
bb_cd6cbfb3,28800.0,pt,71,f,low,1500.0,false,818353.64,5829735.08,-14.943333333333333,
bb_2f75a02a,28800.0,pt,42,m,very_low,2000.0,false,790446.3,5802092.49,-13.613333333333335,
bb_4143e9b0,28800.0,pt,40,m,medium,3600.0,false,775814.14,5816075.92,-17.613333333333337,
bb_577bba74,28800.0,pt,25,f,medium,2600.0,false,803720.42,5797696.26,-21.513333333333335,
bb_2ee81759,28800.0,pt,27,m,low,1500.0,false,816064.34,5808133.31,-17.61333333333334,
bb_376d6bb0,28800.0,pt,51,m,medium,3600.0,false,805468.86,5795112.04,-33.61333333333334,
bb_510e4473,28800.0,pt,72,f,low,900.0,true,774190.05,5833375.18,-20.213333333333335,
bb_79563db1,28800.0,pt,57,m,low,900.0,false,771366.66,5841247.33,-32.11333333333333,
bb_21e1522b,28800.0,pt,90,m,low,1500.0,false,785589.89,5851006.98,-36.213333333333324,
bb_a8e2c7ff,28800.0,pt,61,f,medium,3000.0,false,784629.32,5779620.94,-21.513333333333332,
bb_94c34a87,28800.0,pt,45,m,very_low,900.0,false,781693.41,5844753.27,-16.21333333333333,
bb_624f6d7a,28800.0,pt,5,m,high,4600.0,false,787251.67,5814715.16,-17.403333333333336,
bb_c43f9f83,28800.0,pt,17,m,high,4600.0,false,777400.0,5831388.91,-11.713333333333335,
bb_390bb7d8,28800.0,pt,22,f,high,5600.0,false,818470.5,5830190.82,-18.943333333333335,
bb_64929203,28800.0,pt,42,f,very_low,900.0,false,800267.09,5809961.3,-14.813333333333334,
bb_b61789f9,28800.0,pt,36,f,medium,3600.0,false,792653.32,5840194.14,-18.813333333333336,
bb_a2dc50ef,28800.0,pt,74,m,high,3600.0,false,845793.3,5719687.52,-34.71333333333334,
bb_a4d51eb0,28800.0,pt,49,m,medium,2600.0,false,780236.28,5831423.2,-16.113333333333333,
bb_9e66b4d7,28800.0,pt,93,m,medium,3000.0,true,775408.2,5815929.23,-14.813333333333334,
bb_5d84122b,28800.0,pt,18,m,high,4600.0,false,787484.72,5816179.83,-13.403333333333336,
bb_cb11303f,28800.0,pt,4,m,medium,3600.0,false,800440.98,5808224.94,-14.813333333333334,
bb_ac6272ac,28800.0,pt,50,m,medium,2600.0,false,818009.36,5823609.62,-23.91333333333333,
bb_311eb567,28800.0,pt,74,m,low,900.0,false,775822.02,5814162.77,-14.813333333333334,
bb_2975ccf6,28800.0,pt,6,f,high,4600.0,false,806076.59,5842262.11,-16.093333333333334,
bb_8f05ad70,28800.0,pt,51,f,high,3600.0,false,807074.25,5842660.45,-20.093333333333334,
bb_504eec43,28800.0,pt,48,f,high,3600.0,false,839786.69,5859899.78,-21.613333333333337,
bb_7822bb93,28800.0,pt,8,m,very_low,900.0,false,807780.74,5815165.63,-16.043333333333337,
bb_d3411db5,28800.0,pt,3,m,medium,2600.0,false,780631.97,5811377.18,-12.213333333333335,
