person,timeCar,distCar,expSum
bb_f80e6df1,3596.218000,35366.660000,7.07248014814218e-08
berlin_068cc6c7,2063.979000,16260.730000,6.82917827200059e-05
berlin_06a77331,2008.399000,15907.460000,1.41942184566233e-05
berlin_14b98cfb,2063.979000,16260.730000,1.28160195104818e-08
berlin_17c4d968,2063.979000,16260.730000,1.03579028661985e-05
berlin_7876f7dd,2063.979000,16260.730000,4.02033972729031e-05
berlin_9dcc2c44,2063.979000,16260.730000,4.81702451020329e-05
berlin_06f13fc8,2008.399000,15907.460000,2.23554440493784e-08
berlin_b93af3cb,2063.979000,16260.730000,2.30846831178128e-05
berlin_1bc84da3,2008.399000,15907.460000,4.21485959034081e-06
berlin_f4a592f7,2063.979000,16260.730000,1.35383100868648e-05
berlin_c23f4cbb,2008.399000,15907.460000,1.53666311060158e-05
bb_289ccc34,3575.670000,47988.560000,1.33029001023984e-29
berlin_0503129d,1864.122000,15414.570000,7.54356588644700e-06
berlin_47553360,1864.122000,15414.570000,3.03531742461035e-05
berlin_a27d707a,1864.122000,15414.570000,3.02723874733061e-05
berlin_b9e3d582,1864.122000,15414.570000,2.29409109182745e-06
berlin_c231e872,1864.122000,15414.570000,3.21593462380051e-08
berlin_d2b5e3e3,1864.122000,15414.570000,0.000135060111305013
berlin_fb64f8cb,1864.122000,15414.570000,4.47533150352546e-08
berlin_49c0e0fd,2551.463000,21105.820000,1.45313683631436e-10
berlin_ce4dac40,2551.463000,21105.820000,1.45348356156144e-06
berlin_4d610eea,1791.027000,14965.470000,3.30355285077429e-06
bb_fef0d072,2931.994000,35991.220000,2.34327682177032e-07
berlin_394468d9,532.377000,3881.760000,0.0132019354602088
bb_ad04c74b,3445.807000,33897.870000,1.08361257787025e-07
berlin_536c201e,536.329000,4102.720000,0.0391965069683867
berlin_66ac3bb5,536.329000,4102.720000,0.00511206890152060
berlin_84cee6c6,536.329000,4102.720000,0.0128205659315446
berlin_fbe8d307,536.329000,4102.720000,0.0131276469696941
berlin_6cf17a44,1506.566000,12295.300000,1.74549444212038e-05
bb_9a80bfd2,2350.239000,20127.670000,8.38170159969638e-08
berlin_8922e400,2322.030000,18524.380000,9.35878635466988e-06
bb_665e610f,2634.572000,35929.130000,8.55813253736701e-11
bb_cecb4008,2634.572000,35929.130000,6.81838823069905e-08
berlin_12ac8f10,1097.646000,9718.150000,0.00136441183564006
berlin_1417be5d,1097.646000,9718.150000,0.00105159110271295
berlin_16bc37bd,1097.646000,9718.150000,0.00322865851062201
berlin_abd0798e,1097.646000,9718.150000,0.000905386515299362
berlin_c90bee5a,1097.646000,9718.150000,1.80009036594833e-07
berlin_6382463d,579.584000,4949.500000,0.0126461933601367
berlin_4c88556e,888.431000,6696.650000,0.00142569996620107
bb_25db0831,2375.654000,32310.590000,1.62832656703460e-08
berlin_42d596e9,956.138000,3590.820000,0.00474702651501580
bb_c4cec1df,5189.561000,88171.750000,8.48272265217327e-13
berlin_c9479c61,1134.288000,8520.330000,0.00350626269307798
bb_7c04c3f6,3238.510000,58966.040000,1.02550704586020e-34
bb_51fd961d,3385.946000,41435.960000,3.71733935460977e-26
bb_ffdcb866,2511.023000,24646.300000,1.85506607298610e-11
bb_400285ba,2936.916000,35803.340000,9.45169549335457e-09
bb_30e4be73,3803.941000,50810.880000,6.65283769951019e-15
berlin_32a8f9eb,482.496000,3621.280000,0.0196358810088512
berlin_464b4bff,482.496000,3621.280000,0.0500024757889877
berlin_48bbcea2,482.496000,3621.280000,0.0217621534700679
berlin_65e5dc18,482.496000,3621.280000,0.0408151687440921
berlin_a5a8df7d,482.496000,3621.280000,0.0466096109308379
berlin_c162f2d9,482.496000,3621.280000,0.0263166952241501
berlin_e1375937,482.496000,3621.280000,0.0363707899133763
berlin_346d9bde,1520.195000,10871.950000,0.000200216773049198
berlin_04090fe5,2320.774000,18794.660000,8.26684324701607e-07
berlin_054b3005,2320.774000,18794.660000,3.85267914805659e-06
berlin_54f51e09,2320.774000,18794.660000,6.98805271208900e-06
berlin_b3dcee7e,2320.774000,18794.660000,8.42036545629031e-07
berlin_b9a771eb,2320.774000,18794.660000,4.89730209063638e-06
berlin_670d2e8c,1244.197000,8851.180000,0.000884592432663107
berlin_e09f98e0,1244.197000,8851.180000,0.000496799477893212
berlin_5ab91aa1,1037.850000,6436.680000,0.00359228685289339
berlin_2c657d54,1737.299000,13406.240000,0.000253056049113270
berlin_a7fc723e,1737.299000,13406.240000,0.000116316682321698
berlin_6c7556cd,3126.907000,25956.970000,6.52753669899554e-10
berlin_c5e194f9,3126.907000,25956.970000,5.96474761819982e-10
berlin_f2699a65,2623.633000,20820.300000,1.85048756954344e-07
berlin_04476e1f,1105.118000,9614.790000,0.00338318476181094
berlin_70c8bd61,1105.118000,9614.790000,0.00116972306114119
bb_8bdcc53d,3991.498000,45391.960000,2.01981173248500e-12
berlin_7b127531,1818.216000,13344.970000,0.000111598569515476
berlin_8fdc1a25,2168.320000,17873.690000,5.42233430614040e-06
berlin_2eacb37e,1381.101000,9190.020000,0.000905342865293766
berlin_02d444df,1898.763000,18576.360000,5.55908538758266e-05
berlin_03a7af01,1898.763000,18576.360000,6.09569353663788e-09
berlin_5a25f182,1898.763000,18576.360000,9.81319433238299e-05
berlin_0edfee30,1502.583000,11252.960000,0.000575716296640107
berlin_b5e573e2,1502.583000,11252.960000,8.54352553425396e-09
berlin_b620657b,2007.612000,15313.450000,1.79928006792174e-05
berlin_2442ebe2,757.782000,5293.880000,0.00884763271399677
berlin_5b35baad,757.782000,5293.880000,0.00919172966670117
berlin_ac561234,1846.793000,13703.900000,4.22430779481133e-06
berlin_959cb703,1446.604000,10126.280000,0.000450315133203015
berlin_b8621a41,1846.793000,13703.900000,4.11635149297586e-05
berlin_6194ff74,609.996000,4519.380000,0.00782588465326880
berlin_20d5c523,551.203000,4204.530000,0.0124066140280968
berlin_d12915af,609.996000,4519.380000,0.0303583094714114
berlin_d2299ece,609.996000,4519.380000,0.000317315196871093
berlin_95dc79e5,551.203000,4204.530000,0.0273652180554872
berlin_4e4d37cd,1103.375000,8478.000000,0.00227493917192978
berlin_c938345e,1103.375000,8478.000000,0.00189344700890899
berlin_e5f1262d,1103.375000,8478.000000,0.00191605115435133
berlin_afe8db45,2066.155000,15973.890000,4.65087872416573e-06
berlin_4179f9f7,2059.514000,14580.540000,3.45775525016097e-05
berlin_df615def,2059.514000,14580.540000,4.09907812228543e-08
berlin_ebb2ac65,2059.514000,14580.540000,3.22545165491710e-05
berlin_09968a54,496.496000,3784.690000,0.0454582774033046
berlin_36b171da,496.496000,3784.690000,0.0233239304400586
berlin_4e929f7a,496.496000,3784.690000,0.0383283993050779
berlin_559c4f95,496.496000,3784.690000,0.000976163461434074
berlin_89e9feda,496.496000,3784.690000,0.0233889744971242
berlin_95473dec,496.496000,3784.690000,0.0225131099668751
bb_ab44c553,3219.502000,31155.610000,1.32853744997257e-09
bb_efba0d75,3219.502000,31155.610000,2.10045241143744e-08
bb_31b80ab3,3424.379000,36949.300000,1.46338025278231e-10
berlin_7170d536,1711.871000,13003.200000,0.000342274048425813
berlin_3b3365e6,1387.741000,10675.450000,5.96285762328759e-05
berlin_4287d0fe,1387.741000,10675.450000,0.000431176962755072
berlin_6dc47885,1387.741000,10675.450000,4.83589522721569e-06
berlin_728378c4,1387.741000,10675.450000,4.82533140746869e-06
berlin_75c1e876,1387.741000,10675.450000,0.000184724279592959
berlin_9242aa51,1387.741000,10675.450000,0.000337933328647817
berlin_b3b3b1a8,1387.741000,10675.450000,4.81055376345862e-05
bb_6c49aa2d,1819.857000,23090.210000,1.44216422156736e-07
bb_f51b5eef,1819.857000,23090.210000,2.20509315681033e-05
berlin_4122382d,2164.572000,15373.110000,7.21909035116808e-07
berlin_c7e1ea81,2164.572000,15373.110000,1.23385477201286e-05
berlin_f7626307,2164.572000,15373.110000,7.46237480111901e-12
bb_e3461b67,2338.939000,20051.280000,5.76124153789050e-07
berlin_c65932c0,2600.362000,20607.610000,1.76769832764136e-07
bb_25e84e99,3224.619000,27002.460000,6.35883148625889e-19
bb_26244b4a,3224.619000,27002.460000,1.07298575523160e-07
bb_eb65c04c,3224.619000,27002.460000,3.96620168950058e-13
berlin_1f548e8f,1081.858000,8323.050000,5.98962525272291e-05
berlin_647ebaa4,1081.858000,8323.050000,5.44235740397729e-05
berlin_7e6831da,1081.858000,8323.050000,0.00406983479829532
berlin_048ab3d3,1233.986000,8596.430000,0.000546183087420796
berlin_6630e4d1,703.662000,5526.180000,0.0151626048660277
berlin_44883aa8,490.385000,3122.830000,0.0506246203998803
berlin_dbf971b6,490.385000,3122.830000,0.0433007525035083
bb_a0ded37d,3735.396000,71623.550000,2.26886463287269e-12
bb_e16a015c,2278.819000,34789.060000,8.22437145921152e-07
